name,brand,model,memory,memory_interface,length,interface,chipset,base_clock,clock_speed,frame_sync,price,used
"GIGABYTE Geforce RTX 2060 OC GG Graphics Card, 2x WINDFORCE Fans, 6GB 192-Bit GDDR6",Gigabyte,GeForce RTX 2060,6 GB,GDDR6,225.65 mm,PCIe x16,GeForce RTX 2060,1365 MHz,1755 MHz,G-Sync,N/A,0
ASUS TUF Gaming GeForce RTX 2060 Overclocked 6GB Edition 4K VR Ready HDMI 2.0b DP 1.4 Graphics Card,Asus,TUF-RTX2060-O6G-GAMING,6 GB,GDDR6,204 mm,PCIe x16,GeForce RTX 2060,1365 MHz,1740 MHz,G-Sync,"$1,616.21",0
MSI Gaming GeForce RTX 2060 6GB GDRR6 192-bit HDMI/DP Ray Tracing Turing Architecture VR Ready Graphics Card,MSI,GeForce RTX 2060 VENTUS XS,6 GB,GDDR6,205 mm,PCIe x16,GeForce RTX 2060,1365 MHz,1710 MHz,G-Sync,$599,0
MSI GeForce RTX 2060 GAMING Z 6G Graphics Card,MSI,RTX 2060 GAMING Z 6G,6 GB,GDDR6,247 mm,PCI Express 3.0 x16,GeForce RTX 2060,1365 MHz,1830 MHz,G-Sync,N/A,0
"GIGABYTE AORUS GeForce RTX 2060 XTREME 6G Graphics Card, 3x Stacked WINDFORCE Fans, 6GB 192-Bit GDDR6",Gigabyte,GV-N2060AORUS X-6GC,6 GB,GDDR6,290 mm,PCIe x16,GeForce RTX 2060,1365 MHz,1845 MHz,G-Sync,N/A,0
"Gigabyte GeForce RTX 2060 Mini ITX OC 6G Graphics Card, Mini ITX Form Factor, 6GB 192-bit GDDR6, GV-N2060IXOC-6GD Video Card",Gigabyte,GV-N2060IXOC-6GD,6 GB,GDDR6,170 mm,PCIe x16,GeForce RTX 2060,1365 MHz,1695 MHz,G-Sync,N/A,0
MSI Gaming GeForce RTX 2060 6GB GDRR6 192-bit HDMI/DP Ray Tracing Turing Architecture VR Ready Graphics Card,MSI,GeForce RTX 2060 VENTUS 6G OC,6 GB,GDDR6,226 mm,PCIe x16,GeForce RTX 2060,1365 MHz,1710 MHz,G-Sync,$395.99,0
ASUS GeForce RTX 2060 Overclocked 6G GDDR6 Dual-Fan EVO Edition VR Ready HDMI DisplayPort DVI Graphics Card,ASUS,GeForce RTX 2060,6 GB,GDDR6,242 mm,PCIe x16,GeForce RTX 2060,1365 MHz,1785 MHz,G-Sync,$323.71,0
"GIGABYTE GeForce RTX 2060 Windforce OC 6G Graphics Card, 2X Windforce Fans, 6GB 192-bit GDDR6",Gigabyte,GeForce RTX 2060,6 GB,GDDR6,264.9 mm,PCI Express 3.0 x16,GeForce RTX 2060,1680 MHz,1770 MHz,G-Sync,$244.72,1
"ZOTAC Gaming GeForce RTX 2060 6GB GDDR6 192-bit Gaming Graphics Card, Super Compact",ZOTAC,GeForce RTX 2060,6 GB,GDDR6,209.6 mm,PCI Express 3.0 x16,GeForce RTX 2060,1365 MHz,1680 MHz,G-Sync,$299.99,0
"ZOTAC Gaming GeForce RTX 2060 Twin Fan 6GB GDDR6 192-bit Gaming Graphics Card, Super Compact, IceStorm 2.0",ZOTAC,GeForce RTX 2060,6 GB,GDDR6,209.6 mm,PCIe x16,GeForce RTX 2060,1365 MHz,1680 MHz,G-Sync,$479.99,0
ASUS ROG STRIX GeForce RTX 2060 Overclocked 6G GDDR6 HDMI DP 1.4 Gaming Graphics Card (ROG-STRIX-RTX-2060-O6G),Asus,ROG-STRIX-RTX2060-O6G-GAMING,6 GB,GDDR6,300 mm,PCIe x16,GeForce RTX 2060,1365 MHz,1860 MHz,G-Sync,$600,1
"GIGABYTE GeForce RTX 2060 Gaming OC Pro 6G Graphics Card, 3X Windforce Fans, 6GB 192-bit GDDR6, GV-N2060GAMINGOC PRO-6GD Video Card",Gigabyte,GeForce RTX 2060,6 GB,GDDR6,280.35 mm,PCIe x16,GeForce RTX 2060,1680 MHz,1830 MHz,G-Sync,"$1,319",1
"EVGA GeForce RTX 2060 XC Black Edition Gaming, 6GB GDDR6, HDB Fan Graphics Card",EVGA,GeForce RTX 2060 XC Black Edition,6 GB,GDDR6,189.89 mm,PCIe x16,GeForce RTX 2060,1365 MHz,1680 MHz,G-Sync,$524.69,0
MSI Gaming GeForce GTX 1080 8GB GDDR5X SLI DirectX 12 VR Ready Graphics Card (GTX 1080 GAMING 8G),MSI,GeForce GTX 1080 GAMING 8G,8 GB,GDDR5X,279 mm,PCIe x16,GeForce GTX 1080,1607 MHz,1771 MHz,G-Sync,N/A,0
MSI Gaming GeForce GTX 1080 8GB GDDR5X SLI DirectX 12 VR Ready Graphics Card (GTX 1080 GAMING X 8G),MSI,GTX 1080 GAMING X 8G,8 GB,GDDR5X,279 mm,PCIe x16,GeForce GTX 1080,1607 MHz,1847 MHz,G-Sync,$333,1
Sapphire Radeon Pulse RX 5600 XT 14GBPS 6GB GDDR6 HDMI / Triple DP OC w/ backplate (UEFI) PCIe 4.0 Graphics Card,SapphireTechnology,Radeon RX 5600 XT,6 GB,GDDR6,254 mm,PCIe x16,Radeon RX 5600 XT,1247 MHz,1750 MHz,FreeSync,$370,1
XFX RX 5600 XT THICC II PRO -14GBPS 6GB GDDR6 BOOST UP TO 1620MHz 3xDP HDMI Graphics Card,XFX,RX 5600 XT,6 GB,GDDR6,280 mm,PCIe x16,Radeon RX 5600 XT,1247 MHz,1620 MHz,FreeSync,$479,1
MSI Gaming Radeon RX 5600 XT Boost Clock: 1600 MHz 192-bit 6GB GDDR6 DP/HDMI Dual Torx 3.0 Fans Freesync DirectX 12 Ready Graphics Card,MSI,Radeon RX 5600 XT,6 GB,GDDR6,231 mm,PCI Express 4.0 x16,Radeon RX 5600 XT,1185 MHz,1420 MHz,FreeSync,$314.10,1
"GIGABYTE Radeon RX 5600 XT Gaming OC 6G Graphics Card, PCIe 4.0, 6GB 192-Bit GDDR6,",Gigabyte,Radeon RX 5600 XT,6 GB,GDDR6,279.85 mm,PCIe x16,Radeon RX 5600 XT,1247 MHz,1620 MHz,FreeSync,N/A,0
"ASUS ROG Strix AMD Radeon RX 5600 XT OC Edition Gaming Graphics Card (PCIe 4.0, 6GB, GDDR6 Memory, HDMI, DisplayPort, Axial-tech Fan Design",ASUS,ROG Strix RX 5600 XT OC Edition,6 GB,GDDR6,303.7 mm,PCIe x16,Radeon RX 5600 XT,1247 MHz,1770 MHz,FreeSync,$399,1
"EVGA GeForce 08G-P4-5671-KR, GTX 1070 Ti SC GAMING ACX 3.0 Black Edition, 8GB GDDR5, EVGA OCX Scanner OC, White LED, DX12OSD Support (PXOC) Graphics Card",EVGA,08G-P4-5671-KR,8 GB,GDDR5,267 mm,PCIe x16,GeForce GTX 1070 Ti,1607 MHz,1683 MHz,G-Sync,$241.47,1
MSI Gaming GeForce GTX 1070 Ti 8GB GDRR5 256-bit HDCP Support DirectX 12 SLI Twin Frozr Heat Pipes Dual TORX 2.0 Fan VR Ready Graphics Card (GTX 1070 TI Gaming 8G),MSI,GeForce GTX 1070 TI GAMING 8G,8 GB,GDDR5,279 mm,PCIe x16,GeForce GTX 1070 Ti,1607 MHz,1683 MHz,G-Sync,$349,1
GIGABYTE GeForce GTX 1660 Ti Gaming OC 6G 192-bit GDDR6 DisplayPort 1.4 HDMI 2.0B with Windforce 3X Cooling System Graphic Cards,Gigabyte,GV-N166TGAMING OC-6GD,6 GB,GDDR6,280 mm,PCIe x16,GeForce GTX 1660 Ti,1500 MHz,1860 MHz,G-Sync,$399,1
MSI Gaming GeForce GTX 1660 Ti 192-bit HDMI/DP 6GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card,MSI,GeForce GTX 1660 Ti,6 GB,GDDR6,247 mm,PCI Express 3.0 x16,GeForce GTX 1660 Ti,1500 MHz,1875 MHz,G-Sync,$349,1
MSI Gaming GeForce GTX 1660 Ti 192-bit HDMI/DP 6GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card,MSI,GeForce GTX 1660 TI ARMOR 6G OC,6 GB,GDDR6,243 mm,PCIe x16,GeForce GTX 1660 Ti,1500 MHz,1860 MHz,G-Sync,$539.49,0
Asus TUF Gaming GeForce GTX 1660Ti Overclocked 6GB Dual-Fan Edition HDMI DP DVI Gaming Graphics Card,Asus,TUF-GTX1660TI-O6G-Gaming,6 GB,GDDR6,205 mm,PCIe x16,GeForce GTX 1660 Ti,1500 MHz,1830 MHz,G-Sync,$574.99,0
ASUS GeForce GTX 1660 Ti 6GB Dual-fan Overclocked Edition VR Ready Dual HDMI DP 1.4 Gaming Graphics Card (Dual-GTX1660TI-O6G),Asus,90YV0CT2-M0AA00,6 GB,GDDR6,215 mm,PCIe x16,GeForce GTX 1660 Ti,1500 MHz,1830 MHz,G-Sync,$329.99,1
ASUS ROG STRIX GeForce GTX 1660 Ti 6GB Advanced Edition VR Ready HDMI 2.0 DP 1.4 Auto-extreme Graphics card,Asus,ROG-STRIX-GTX1660TI-A6G-GAMING,6 GB,GDDR6,301 mm,PCIe x16,GeForce GTX 1660 Ti,1500 MHz,1830 MHz,G-Sync,N/A,0
ZOTAC Gaming GeForce GTX 1660 Ti AMP 6GB GDDR6 192-bit Graphics Card Super Compact IceStorm 2.0 Cooling,ZOTAC,ZT-T16610D-10M,6 GB,GDDR6,,PCIe x16,GeForce GTX 1660 Ti,1500 MHz,1860 MHz,G-Sync,$988.86,1
GIGABYTE GeForce GTX 1660 Ti OC 6G 192-bit GDDR6 DisplayPort 1.4 HDMI 2.0B with Windforce 2X Cooling System Graphic Cards,Gigabyte,GeForce GTX 1660 Ti,6 GB,GDDR6,225.65 mm,PCI Express 3.0 x16,GeForce GTX 1660 Ti,1500 MHz,1800 MHz,G-Sync,$369.92,0
MSI Gaming GeForce GTX 1660 Ti 192-bit HDMI/DP 6GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card,MSI,GeForce GTX 1660 Ti VENTUS XS 6G OC,6 GB,GDDR6,204 mm,PCIe x16,GeForce GTX 1660 Ti,1500 MHz,1830 MHz,G-Sync,$599.99,0
GIGABYTE GeForce GTX 1660 Ti Windforce OC 6G 192-bit GDDR6 DisplayPort 1.4 HDMI 2.0B with Windforce 2X Cooling System Graphic Cards- Gv-N166TWF2OC-6GD,Gigabyte,GeForce GTX 1660 Ti,6 GB,GDDR6,264.9 mm,PCIe x16,GeForce GTX 1660 Ti,1500 MHz,1845 MHz,G-Sync,N/A,0
ASUS ROG Strix GeForce GTX 1660 Ti 6GB Overclocked Edition VR Ready HDMI 2.0 DP 1.4 Auto-Extreme Graphics card (STRIX-GTX1660TI-O6G-Gaming),Asus,ROG-STRIX-GTX1660TI-O6G-GAMING,6 GB,GDDR6,301 mm,PCIe x16,GeForce GTX 1660 Ti,1500 MHz,1890 MHz,G-Sync,N/A,0
"EVGA GeForce GTX 1660 Ti XC, Overclocked, 2.75 Slot Extreme Cool, 65C Gaming, 6GB GDDR6, 06G-P4-1263-KR",EVGA,GeForce GTX 1660 Ti XC,6 GB,GDDR6,189.89 mm,PCIe x16,GeForce GTX 1660 Ti,1500 MHz,1845 MHz,G-Sync,$349,1
ZOTAC Gaming GeForce GTX 1660 Ti 6GB GDDR6 192-Bit Gaming Graphics Card Super Compact - ZT-T16610F-10L,ZOTAC,GeForce GTX 1660 Ti,6 GB,GDDR6,173.4 mm,PCIe x16,GeForce GTX 1660 Ti,1500 MHz,1770 MHz,G-Sync,$399,0
MSI Gaming GeForce GTX 1660 Super 192-bit HDMI/DP 6GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card,MSI,GeForce GTX 1660,6 GB,GDDR6,203.96 mm,PCIe x16,GeForce GTX 1660 SUPER,1530 MHz,1815 MHz,G-Sync,$264,0
Asus TUF Gaming GeForce GTX 1660 Super Overclocked 6GB Edition HDMI DP DVI Gaming Graphics Card,ASUS,GeForce GTX 1660 SUPER,6 GB,GDDR6,206 mm,PCIe x16,GeForce GTX 1660 SUPER,1530 MHz,1845 MHz,G-Sync,$279.99,0
"Gigabyte GeForce GTX 1660 Super OC 6G Graphics Card, 2X Windforce Fans, 6GB 192-bit GDDR6, Video Card",Gigabyte,GeForce GTX 1660 Super,6 GB,GDDR6,225.65 mm,PCIe x16,GeForce GTX 1660 SUPER,1530 MHz,1830 MHz,G-Sync,$369.80,0
"EVGA GeForce GTX 1660 Super Sc Ultra Gaming, 6GB GDDR6, Dual Fan, Metal Backplate",EVGA,GeForce GTX 1660 SUPER,6 GB,GDDR6,202.1 mm,PCIe x16,GeForce GTX 1660 SUPER,1530 MHz,1830 MHz,G-Sync,$239.99,0
"Gigabyte GeForce GTX 1660 Super Gaming OC 6G Graphics Card, 3X Windforce Fans, 6GB 192-bit GDDR6, OC-6GD Video Card",Gigabyte,GeForce GTX 1660 Super,6 GB,GDDR6,280 mm,PCI Express 3.0 x16,GeForce GTX 1660 SUPER,1530 MHz,1860 MHz,G-Sync,$679,0
MSI Gaming GeForce GTX 1660 Super 192-bit HDMI/DP 6GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card,MSI,GeForce GTX 1660 SUPER,6 GB,GDDR6,246.888 mm,PCIe x16,GeForce GTX 1660 SUPER,1530 MHz,1830 MHz,G-Sync,$329.16,0
Asus GeForce GTX 1660 Super Overclocked 6GB Dual-Fan Evo Edition VR Ready HDMI DisplayPort DVI Graphics Card,ASUS,GeForce GTX 1660 Super,6 GB,GDDR6,242 mm,PCIe x16,GeForce GTX 1660 SUPER,1530 MHz,1860 MHz,G-Sync,$290.59,0
ASUS ROG Strix GeForce GTX 1660 Super Advanced 6GB Edition GDDR6 HDMI 2.0 DP 1.4 Gaming Graphics Card,ASUS,ROG Strix GeForce GTX 1660 Super,6 GB,GDDR6,243 mm,PCIe x16,GeForce GTX 1660 SUPER,1530 MHz,1845 MHz,G-Sync,$311.22,1
"ZOTAC Gaming GeForce GTX 1660 Super 6GB GDDR6 192-bit Gaming Graphics Card, Super Compact",ZOTAC,Geforce GTX 1660 SUPER TWIN FAN,6 GB,GDDR6,173.4 mm,PCI Express 3.0 x16,GeForce GTX 1660 SUPER,1530 MHz,1785 MHz,G-Sync,$273.67,0
Asus GeForce GTX 1660 Super Overclocked 6GB Phoenix Fan Edition HDMI DP DVI Graphics Card,ASUS,GeForce GTX 1660 Super,6 GB,GDDR6,174 mm,PCI Express 3.0 x16,GeForce GTX 1660 SUPER,1530 MHz,1830 MHz,G-Sync,$247.71,0
ASUS GeForce GTX 1070 8GB ROG Strix OC Edition Graphic Card STRIX-GTX1070-O8G-GAMING,Asus,STRIX-GTX1070-O8G-GAMING,8 GB,GDDR5,298 mm,PCIe x16,GeForce GTX 1070,1632 MHz,1860 MHz,G-Sync,"$4,146.10",0
ZOTAC GeForce GTX 1070 Mini 8GB GDDR5 VR Ready Super Compact Gaming Graphics Card (ZT-P10700G-10M),ZOTAC,ZT-P10700G-10M,8 GB,GDDR5,210 mm,PCIe x16,GeForce GTX 1070,1518 MHz,1708 MHz,G-Sync,$189.99,1
"EVGA GeForce GTX 1070 FTW GAMING ACX 3.0, 8GB GDDR5, RGB LED, 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC) Graphics Card",EVGA,08G-P4-6276-KR,8 GB,GDDR5,267 mm,PCIe x16,GeForce GTX 1070,1607 MHz,1797 MHz,G-Sync,$752.53,0
MSI Gaming GeForce GTX 1070 8GB GDDR5 SLI DirectX 12 VR Ready Graphics Card,MSI,GeForce GTX 1070,8 GB,GDDR5,279 mm,PCIe x16,GeForce GTX 1070,1506 MHz,797 MHz,G-Sync,$288.44,1
"EVGA GeForce GTX 1660 XC Black Gaming, 6GB GDDR5, HDB Fan",EVGA,06G-P4-1161-KR,6 GB,GDDR5,189.89 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1785 MHz,G-Sync,$324,1
MSI GTX 1660 Ventus XS 6GB GDDR6 Graphics Card,MSI,GTX 1660 Ventus,6 GB,GDDR6,204 mm,PCI Express 3.0 ,GeForce GTX 1660,1530 MHz,1830 MHz,G-Sync,$248.99,0
"EVGA GeForce GTX 1660 XC Ultra Gaming, 6GB GDDR5, HDB Fan, 06G-P4-1167-KR",EVGA,GTX 1660 XC Ultra Gaming,6 GB,GDDR5,267.97 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1845 MHz,G-Sync,$444.69,1
"Gigabyte GeForce GTX 1660 Gaming OC 6G Graphics Card, 3X Windforce Fans, 6GB 192-bit GDDR5, Gv-N1660GAMING OC-6GD Video Card",Gigabyte,Gv-N1660GAMING OC-6GD,6 GB,GDDR5,280 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1860 MHz,G-Sync,N/A,0
"EVGA GeForce GTX 1660 SC Ultra Gaming, 06G-P4-1067-KR, 6GB GDDR5, Dual Fan",EVGA,GeForce GTX 1660 SC Ultra Gaming,6 GB,GDDR5,202.1 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1830 MHz,G-Sync,$229.99,0
"EVGA 06G-P4-1163-KR GeForce Graphics Cards, GTX 1660, XC Gaming",EVGA,06G-P4-1163-KR,6 GB,GDDR5,189.89 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1830 MHz,G-Sync,$348.22,1
MSI GeForce GTX 1660 GAMING X 6G Graphics Card,MSI,GeForce GTX 1660 GAMING X 6G,6 GB,GDDR5,247 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1860 MHz,G-Sync,N/A,0
"Gigabyte GeForce GTX 1660 OC 6G Graphics Card, 2X Windforce Fans, 6GB 192-Bit GDDR5, Video Card",Gigabyte,GeForce GTX 1660,6 GB,GDDR5,224 mm,PCI Express 3.0 x16,GeForce GTX 1660,1530 MHz,1830 MHz,G-Sync,$335.67,0
"ZOTAC Gaming GeForce GTX 1660 6GB GDDR5 192-bit Gaming Graphics Card, Super Compact, ZT-T16600F-10L",ZOTAC,GeForce GTX 1660,6 GB,GDDR5,173.4 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1785 MHz,G-Sync,$750,0
ASRock Phantom Gaming D Radeon RX 5500 XT 8G OC Video Card,ASRock,Radeon RX 5500 XT,8 GB,GDDR6,240.57 mm,PCIe x16,Radeon RX 5500 XT,1685 MHz,1845 MHz,FreeSync,N/A,0
MSI Gaming Radeon RX 5500 XT Boost Clock: 1845 MHz 128-bit 8GB GDDR6 DP/HDMI Dual Torx 3.0 Fans Crossfire Freesync VR Ready Graphics Card,MSI,Radeon RX 5500,8 GB,GDDR6,215 mm,PCIe x16,Radeon RX 5500 XT,1647 MHz,1845 MHz,FreeSync,N/A,0
"GIGABYTE Radeon RX 5500 XT OC 8G Graphics Card, PCIe 4.0, 8GB 128-Bit GDDR6",Gigabyte,Radeon RX 5500 XT,8 GB,GDDR6,225 mm,PCI Express 4.0 x16,Radeon RX 5500 XT,1647 MHz,1845 MHz,FreeSync,$260.07,1
"VisionTek Radeon RX 5500 XT Graphic Card - 8GB GDDR6-1.61 GHz Core, 128 bit Bus Width, DisplayPort, HDMI, DVI",VisionTek,RX 5500 XT,8 GB,GDDR6,177.8 mm,PCIe x16,Radeon RX 5500 XT,1607 MHz,1845 MHz,FreeSync,$295,0
ASRock AMD Radeon RX5500XT Video Board GDDR6 4GB CHALLENGER Series RX5500XT Challenger D 4G OC,ASRock,RXRX 5500 XT Challenger D 4G OC,4 GB,GDDR6,241 mm,PCIe x16,Radeon RX 5500 XT,1685 MHz,1845 MHz,FreeSync,$259.95,1
ASUS ROG Strix AMD Radeon RX 5500XT Overclocked 8G GDDR6 1440p HDMI DisplayPort Gaming Graphics Card,ASUS,ROG Strix RX 5500XT OC,8 GB,GDDR6,280 mm,PCIe x16,Radeon RX 5500 XT,1607 MHz,1865 MHz,FreeSync,$299,1
"Gigabyte Radeon RX 5500 XT OC 4G Graphics Card, PCIe 4.0, 4GB 128-Bit GDDR6, Video Card",Gigabyte,RX 5500 XT OC 4G,4 GB,GDDR6,225 mm,PCIe x16,Radeon RX 5500 XT,1647 MHz,1845 MHz,FreeSync,$199.99,1
ASUS AMD Radeon RX 5500XT Overclocked O8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card,ASUS,RX 5500XT EVO Edition OC 8G,8 GB,GDDR6,242 mm,PCIe x16,Radeon RX 5500 XT,1607 MHz,1865 MHz,FreeSync,$799.66,1
MSI Gaming Radeon RX 5500 XT Boost Clock: 1845 MHz 128-bit 8GB GDDR6 DP/HDMI Dual Torx 3.0 Fans Crossfire Freesync VR Ready Graphics Card,MSI,RX 5500 XT GAMING X 8G,8 GB,GDDR6,247 mm,PCIe x16,Radeon RX 5500 XT,1685 MHz,1845 MHz,FreeSync,$515,0
Asus TUF Gaming GeForce GTX 1650 Super Overclocked 4GB Edition HDMI DP DVI Gaming Graphics Card,ASUS,GeForce GTX 1650 Super,4 GB,GDDR6,205.74 mm,PCIe x16,GeForce GTX 1650 SUPER,1530 MHz,1800 MHz,G-Sync,$466.50,0
MSI Gaming GeForce GTX 1650 Super 128-Bit HDMI/DP 4GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card,MSI,GTX 1650 Super Gaming X,4 GB,GDDR6,248 mm,PCIe x16,GeForce GTX 1650 SUPER,1530 MHz,1755 MHz,G-Sync,$632.26,0
MSI GeForce GTX 1650 Super Ventus XS OC Gaming GeForce GTX 1650 Super 128-Bit HDMI/DP/DVI 4GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card,MSI,GeForce GTX 1650 Super Ventus XS OC,4 GB,GDDR6,180 mm,PCIe x16,GeForce GTX 1650 SUPER,1530 MHz,1740 MHz,G-Sync,$639.99,0
"ZOTAC Gaming GeForce GTX 1650 Super Twin Fan 4GB GDDR6 128-Bit Gaming Graphics Card, Super Compact",ZOTAC,GeForce GTX 1650 Super,4 GB,GDDR6,158.5 mm,PCI Express 3.0 x16,GeForce GTX 1650 SUPER,1530 MHz,1725 MHz,G-Sync,$389,0
ASUS GeForce GTX 1650 Super Overclocked 4GB Phoenix Fan Edition HDMI DP DVI Graphics Card,ASUS,GeForce GTX 1650 Super,4 GB,GDDR6,173.99 mm,PCIe x16,GeForce GTX 1650 SUPER,1530 MHz,1770 MHz,G-Sync,$249.66,1
"EVGA GeForce GTX 1650 Super SC Ultra Gaming, 4GB GDDR6, Dual Fan",EVGA,GeForce GTX 1650 Super,4 GB,GDDR6,202.1 mm,PCIe x16,GeForce GTX 1650 SUPER,1530 MHz,1755 MHz,G-Sync,$199.99,0
"Gigabyte GeForce GTX 1650 Super OC 4G Graphics Card, 90mm Fan, 4GB 128-Bit GDDR6",Gigabyte,GeForce GTX 1650 Super,4 GB,GDDR6,172 mm,PCI Express 3.0 x16,GeForce GTX 1650 SUPER,1530 MHz,1740 MHz,G-Sync,$198.96,0
ASUS ROG Strix Radeon Rx 590 8G Gaming GDDR5 DP HDMI DVI VR Ready AMD Graphics Card Graphic Cards,Asus,ROG-STRIX-RX590-8G-GAMING,8 GB,GDDR5,298 mm,PCIe x16,Radeon RX 590,1469 MHz,1565 MHz,FreeSync,N/A,0
